IdResponsavel,NomeResponsavel,IdUnidade,CodigoLeitora,DataNascimento,Sexo,TipoProrrogacaoEmDescontoPorAntecipacao,StFuncionario,EstadoCivil,NaturalidadeCidade,NaturalidadeUF,Nacionalidade,StFalecido
46,Responsável 45,1,,,,P,False,5,,,,False
47,Responsável 46,1,,,,P,False,1,,,,False
48,Responsável 47,1,,,,P,False,1,,,,False
49,Responsável 48,1,,,,P,False,5,,,,False
50,Responsável 49,1,,,,P,False,5,,,,False
51,Responsável 50,1,,,,P,False,1,,,,False
52,Responsável 51,1,,,,P,False,1,,,,False
53,Responsável 52,1,,,,P,False,1,,,,False
54,Responsável 53,1,,,,P,False,0,,,,False
55,Responsável 54,1,,,,P,False,0,,,,False
56,Responsável 55,1,,,,P,False,1,,,,False
57,Responsável 56,1,,,,P,False,3,,,,False
58,Responsável 57,1,,,,P,False,0,,,,False
59,Responsável 58,1,,,,P,False,0,,,,False
60,Responsável 59,1,,,,P,False,1,,,,False
61,Responsável 60,1,,,,P,False,6,,,,False
62,Responsável 61,1,,,,P,False,1,,,,False
63,Responsável 62,1,,,,P,False,0,,,,False
64,Responsável 63,1,,,,P,False,1,,,,False
65,Responsável 64,1,,,,P,False,6,,,,False
66,Responsável 65,1,,,,P,False,1,,,,False
67,Responsável 66,1,,,,P,False,5,,,,False
68,Responsável 67,1,,,,P,False,1,,,,False
69,Responsável 68,1,,,,P,False,5,,,,False
70,Responsável 69,1,,,,P,False,5,,,,False
71,Responsável 70,1,,,,P,False,5,,,,False
72,Responsável 71,1,,,,P,False,5,,,,False
73,Responsável 72,1,,,,P,False,0,,,,False
74,Responsável 73,1,,,,P,False,5,,,,False
75,Responsável 74,1,,,,P,False,5,,,,False
76,Responsável 75,1,,,,P,False,5,,,,False
77,Responsável 76,1,,,,P,False,1,,,,False
78,Responsável 77,1,,,,P,False,5,,,,False
79,Responsável 78,1,,,,P,False,1,,,,False
80,Responsável 79,1,,,,P,False,1,,,,False
81,Responsável 80,1,,,,P,False,1,,,,False
82,Responsável 81,1,,,,P,False,0,,,,False
83,Responsável 82,1,,,,P,False,1,,,,False
84,Responsável 83,1,,,,P,False,1,,,,False
85,Responsável 84,1,,,,P,False,6,,,,False
86,Responsável 85,1,,,,P,False,5,,,,False
87,Responsável 86,1,,,,P,False,1,,,,False
88,Responsável 87,1,,,,P,False,4,,,,False
89,Responsável 88,1,,,,P,False,0,,,,False
90,Responsável 89,1,,,M,P,False,5,,,,False
91,Responsável 90,1,,,,P,False,6,,,,False
92,Responsável 91,1,,,,P,False,1,,,,False
93,Responsável 92,1,,,,P,False,1,,,,False
94,Responsável 93,1,,,,P,False,1,,,,False
95,Responsável 94,1,,,,P,False,1,,,,False
96,Responsável 95,1,,,,P,False,1,,,,False
97,Responsável 96,1,,,,P,False,5,,,,False
98,Responsável 97,1,,,,P,False,5,,,,False
99,Responsável 98,1,,,,P,False,3,,,,False
100,Responsável 99,1,,,,P,False,4,,,,False
101,Responsável 100,1,,,,P,False,5,,,,False
102,Responsável 101,1,,,,P,False,3,,,,False
103,Responsável 102,1,,,,P,False,1,,,,False
104,Responsável 103,1,,,,P,False,1,,,,False
105,Responsável 104,1,,,,P,False,4,,,,False
106,Responsável 105,1,,,,P,False,6,,,,False
107,Responsável 106,1,,,,P,False,1,,,,False
108,Responsável 107,1,,,,P,False,1,,,,False
109,Responsável 108,1,,,,P,False,0,,,,False
110,Responsável 109,1,,,,P,False,1,,,,False
111,Responsável 110,1,,,,P,False,1,,,,False
112,Responsável 111,1,,,,P,False,5,,,,False
113,Responsável 112,1,,,,P,False,5,,,,False
114,Responsável 113,1,,,,P,False,5,,,,False
115,Responsável 114,1,,,,P,False,5,,,,False
116,Responsável 115,1,,,,P,False,0,,,,False
117,Responsável 116,1,,,,P,False,5,,,,False
118,Responsável 117,1,,,,P,False,5,,,,False
119,Responsável 118,1,,,,P,False,1,,,,False
120,Responsável 119,1,,,,P,False,1,,,,False
121,Responsável 120,1,,,,P,False,4,,,,False
122,Responsável 121,1,,,,P,False,1,,,,False
123,Responsável 122,1,,,,P,False,5,,,,False
124,Responsável 123,1,,,,P,False,1,,,,False
125,Responsável 124,1,,,,P,False,5,,,,False
126,Responsável 125,1,,,,P,False,0,,,,False
127,Responsável 126,1,,,,P,False,5,,,,False
128,Responsável 127,1,,,,P,False,6,,,,False
129,Responsável 128,1,,,,P,False,6,,,,False
130,Responsável 129,1,,,,P,False,1,,,,False
131,Responsável 130,1,,,,P,False,0,,,,False
132,Responsável 131,1,,,,P,False,6,,,,False
133,Responsável 132,1,,,,P,False,1,,,,False
134,Responsável 133,1,,,,P,False,0,,,,False
135,Responsável 134,1,,,,P,False,1,,,,False
136,Responsável 135,1,,,,P,False,4,,,,False
137,Responsável 136,1,,,,P,False,1,,,,False
138,Responsável 137,1,,,,P,False,6,,,,False
139,Responsável 138,1,,,,P,False,1,,,,False
140,Responsável 139,1,,,,P,False,4,,,,False
141,Responsável 140,1,,,,P,False,1,,,,False
142,Responsável 141,1,,,,P,False,1,,,,False
143,Responsável 142,1,,,,P,False,1,,,,False
144,Responsável 143,1,,,,P,False,6,,,,False
145,Responsável 144,1,,,,P,False,6,,,,False
147,Responsável 145,1,,,,P,False,1,,,,False
148,Responsável 146,1,,,,P,False,1,,,,False
149,Responsável 147,1,,,,P,False,6,,,,False
150,Responsável 148,1,,,,P,False,0,,,,False
152,Responsável 149,1,,,,P,False,1,,,,False
153,Responsável 150,1,,,,P,False,1,,,,False
154,Responsável 151,1,,,,P,False,0,,,,False
155,Responsável 152,1,,,,P,False,1,,,,False
156,Responsável 153,1,,,,P,False,0,,,,False
157,Responsável 154,1,,,,P,False,6,,,,False
158,Responsável 155,1,,,,P,False,0,,,,False
160,Responsável 156,1,,,,P,False,1,,,,False
161,Responsável 157,1,,,,P,False,6,,,,False
162,Responsável 158,1,,,,P,False,5,,,,False
163,Responsável 159,1,,,,P,False,5,,,,False
164,Responsável 160,1,,,,P,False,5,,,,False
165,Responsável 161,1,,,F,P,False,1,,,,False
166,Responsável 162,1,,,,P,False,5,,,,False
167,Responsável 163,1,,,,P,False,5,,,,False
168,Responsável 164,1,,,,P,False,5,,,,False
169,Responsável 165,1,,,,P,False,1,,,,False
170,Responsável 166,1,,,,P,False,5,,,,False
171,Responsável 167,1,,,,P,False,5,,,,False
173,Responsável 168,1,,,,P,False,0,,,,False
174,Responsável 169,1,,,,P,False,5,,,,False
175,Responsável 170,1,,,,P,False,0,,,,False
176,Responsável 171,1,,,,P,False,5,,,,False
177,Responsável 172,1,,,,P,False,5,,,,False
178,Responsável 173,1,,,,P,False,5,,,,False
179,Responsável 174,1,,,,P,False,5,,,,False
180,Responsável 175,1,,,,P,False,5,,,,False
181,Responsável 176,1,,,,P,False,5,,,,False
182,Responsável 177,1,,,,P,False,5,,,,False
183,Responsável 178,1,,,,P,False,5,,,,False
184,Responsável 179,1,,,,P,False,5,,,,False
185,Responsável 180,1,,,,P,False,1,,,,False
186,Responsável 181,1,,,,P,False,4,,,,False
187,Responsável 182,1,,,M,P,False,4,,,,False
188,Responsável 183,1,,,,P,False,1,,,,False
189,Responsável 184,1,,,,P,False,4,,,,False
190,Responsável 185,1,,,,P,False,6,,,,False
191,Responsável 186,1,,,,P,False,5,,,,False
192,Responsável 187,1,,,,P,False,6,,,,False
193,Responsável 188,1,,,,P,False,1,,,,False
194,Responsável 189,1,,,,P,False,3,,,,False
195,Responsável 190,1,,,,P,False,5,,,,False
196,Responsável 191,1,,,,P,False,1,,,,False
198,Responsável 192,1,,,,P,False,5,,,,False
199,Responsável 193,1,,,,P,False,1,,,,False
200,Responsável 194,1,,,,P,False,5,,,,False
201,Responsável 195,1,,,,P,False,1,,,,False
202,Responsável 196,1,,,,P,False,6,,,,False
203,Responsável 197,1,,,,P,False,1,,,,False
204,Responsável 198,1,,,,P,False,5,,,,False
205,Responsável 199,1,,,,P,False,6,,,,False
206,Responsável 200,1,,,,P,False,1,,,,False
207,Responsável 201,1,,,M,P,False,6,,,,False
208,Responsável 202,1,,,,P,False,0,,,,False
209,Responsável 203,1,,,,P,False,5,,,,False
210,Responsável 204,1,,,,P,False,5,,,,False
211,Responsável 205,1,,,,P,False,0,,,,False
212,Responsável 206,1,,,,P,False,4,,,,False
213,Responsável 207,1,,,,P,False,1,,,,False
214,Responsável 208,1,,,,P,False,6,,,,False
215,Responsável 209,1,,,,P,False,1,,,,False
216,Responsável 210,1,,,,P,False,4,,,,False
217,Responsável 211,1,,,,P,False,4,,,,False
218,Responsável 212,1,,,,P,False,1,,,,False
219,Responsável 213,1,,,,P,False,6,,,,False
220,Responsável 214,1,,,,P,False,6,,,,False
221,Responsável 215,1,,,,P,False,0,,,,False
222,Responsável 216,1,,,,P,False,1,,,,False
223,Responsável 217,1,,,F,P,False,1,,,,False
224,Responsável 218,1,,,,P,False,1,,,,False
225,Responsável 219,1,,,,P,False,1,,,,False
226,Responsável 220,1,,,,P,False,0,,,,False
227,Responsável 221,1,,,,P,False,6,,,,False
228,Responsável 222,1,,,,P,False,1,,,,False
229,Responsável 223,1,,,,P,False,1,,,,False
230,Responsável 224,1,,,,P,False,1,,,,False
231,Responsável 225,1,,,,P,False,5,,,,False
232,Responsável 226,1,,,,P,False,1,,,,False
233,Responsável 227,1,,,,P,False,5,,,,False
234,Responsável 228,1,,,,P,False,5,,,,False
235,Responsável 229,1,,,,P,False,1,,,,False
236,Responsável 230,1,,,,P,False,0,,,,False
237,Responsável 231,1,,,,P,False,1,,,,False
238,Responsável 232,1,,,,P,False,5,,,,False
239,Responsável 233,1,,,,P,False,1,,,,False
240,Responsável 234,1,,,,P,False,4,,,,False
241,Responsável 235,1,,,,P,False,4,,,,False
242,Responsável 236,1,,,,P,False,5,,,,False
243,Responsável 237,1,,,,P,False,1,,,,False
244,Responsável 238,1,,,,P,False,1,,,,False
245,Responsável 239,1,,,,P,False,4,,,,False
247,Responsável 240,1,,,,P,False,1,,,,False
248,Responsável 241,1,,,,P,False,5,,,,False
249,Responsável 242,1,,,,P,False,5,,,,False
250,Responsável 243,1,,,,P,False,0,,,,False
252,Responsável 244,1,,,,P,False,1,,,,False
253,Responsável 245,1,,,,P,False,1,,,,False
254,Responsável 246,1,,,,P,False,0,,,,False
255,Responsável 247,1,,,,P,False,0,,,,False
256,Responsável 248,1,,,,P,False,0,,,,False
257,Responsável 249,1,,,,P,False,1,,,,False
258,Responsável 250,1,,,,P,False,1,,,,False
259,Responsável 251,1,,,,P,False,6,,,,False
260,Responsável 252,1,,,,P,False,0,,,,False
261,Responsável 253,1,,,,P,False,0,,,,False
262,Responsável 254,1,,,,P,False,1,,,,False
264,Responsável 255,1,,,,P,False,5,,,,False
265,Responsável 256,1,,,F,P,False,1,,,,False
266,Responsável 257,1,,,,P,False,5,,,,False
267,Responsável 258,1,,,,P,False,5,,,,False
268,Responsável 259,1,,,,P,False,6,,,,False
270,Responsável 260,1,,,,P,False,5,,,,False
271,Responsável 261,1,,,,P,False,5,,,,False
272,Responsável 262,1,,,,P,False,1,,,,False
273,Responsável 263,1,,,,P,False,1,,,,False
274,Responsável 264,1,,,,P,False,1,,,,False
275,Responsável 265,1,,,,P,False,1,,,,False
276,Responsável 266,1,,,,P,False,5,,,,False
277,Responsável 267,1,,,,P,False,5,,,,False
278,Responsável 268,1,,,,P,False,1,,,,False
279,Responsável 269,1,,,,P,False,5,,,,False
280,Responsável 270,1,,,,P,False,5,,,,False
281,Responsável 271,1,,,,P,False,5,,,,False
282,Responsável 272,1,,,,P,False,5,,,,False
283,Responsável 273,1,,,,P,False,6,,,,False
284,Responsável 274,1,,,,P,False,6,,,,False
285,Responsável 275,1,,,,P,False,6,,,,False
286,Responsável 276,1,,,,P,False,1,,,,False
287,Responsável 277,1,,,,P,False,0,,,,False
288,Responsável 278,1,,,,P,False,6,,,,False
289,Responsável 279,1,,,,P,False,0,,,,False
290,Responsável 280,1,,,,P,False,1,,,,False
291,Responsável 281,1,,,,P,False,5,,,,False
292,Responsável 282,1,,,,P,False,1,,,,False
293,Responsável 283,1,,,,P,False,5,,,,False
294,Responsável 284,1,,,,P,False,1,,,,False
295,Responsável 285,1,,,,P,False,1,,,,False
296,Responsável 286,1,,,,P,False,1,,,,False
297,Responsável 287,1,,,,P,False,1,,,,False
298,Responsável 288,1,,,,P,False,1,,,,False
299,Responsável 289,1,,,,P,False,5,,,,False
300,Responsável 290,1,,,,P,False,4,,,,False
301,Responsável 291,1,,,,P,False,1,,,,False
302,Responsável 292,1,,,F,P,False,0,,,,False
303,Responsável 293,1,,,,P,False,0,,,,False
304,Responsável 294,1,,,,P,False,0,,,,False
305,Responsável 295,1,,,,P,False,1,,,,False
306,Responsável 296,1,,,,P,False,0,,,,False
307,Responsável 297,1,,,,P,False,1,,,,False
308,Responsável 298,1,,,,P,False,1,,,,False
309,Responsável 299,1,,,,P,False,1,,,,False
310,Responsável 300,1,,,,P,False,0,,,,False
311,Responsável 301,1,,,,P,False,1,,,,False
312,Responsável 302,1,,,,P,False,1,,,,False
313,Responsável 303,1,,,,P,False,0,,,,False
314,Responsável 304,1,,,,P,False,1,,,,False
315,Responsável 305,1,,,,P,False,6,,,,False
316,Responsável 306,1,,,,P,False,1,,,,False
317,Responsável 307,1,,,,P,False,1,,,,False
318,Responsável 308,1,,,,P,False,1,,,,False
319,Responsável 309,1,,,,P,False,1,,,,False
320,Responsável 310,1,,,,P,False,0,,,,False
321,Responsável 311,1,,,,P,False,1,,,,False
323,Responsável 312,1,,,,P,False,1,,,,False
324,Responsável 313,1,,,,P,False,1,,,,False
325,Responsável 314,1,,,,P,False,4,,,,False
326,Responsável 315,1,,,,P,False,4,,,,False
327,Responsável 316,1,,,,P,False,1,,,,False
328,Responsável 317,1,,,,P,False,1,,,,False
329,Responsável 318,1,,,,P,False,1,,,,False
330,Responsável 319,1,,,,P,False,0,,,,False
331,Responsável 320,1,,,,P,False,1,,,,False
332,Responsável 321,1,,,,P,False,6,,,,False
333,Responsável 322,1,,,,P,False,4,,,,False
334,Responsável 323,1,,,,P,False,1,,,,False
335,Responsável 324,1,,,,P,False,0,,,,False
336,Responsável 325,1,,,,P,False,1,,,,False
337,Responsável 326,1,,,,P,False,6,,,,False
338,Responsável 327,1,,,,P,False,6,,,,False
339,Responsável 328,1,,,,P,False,1,,,,False
340,Responsável 329,1,,,,P,False,6,,,,False
341,Responsável 330,1,,,,P,False,1,,,,False
342,Responsável 331,1,,,,P,False,6,,,,False
343,Responsável 332,1,,,,P,False,1,,,,False
344,Responsável 333,1,,,,P,False,5,,,,False
345,Responsável 334,1,,,,P,False,1,,,,False
346,Responsável 335,1,,,,P,False,1,,,,False
347,Responsável 336,1,,,,P,False,1,,,,False
348,Responsável 337,1,,,,P,False,5,,,,False
349,Responsável 338,1,,,,P,False,1,,,,False
350,Responsável 339,1,,,,P,False,1,,,,False
351,Responsável 340,1,,,,P,False,6,,,,False
352,Responsável 341,1,,,,P,False,5,,,,False
353,Responsável 342,1,,,,P,False,1,,,,False
354,Responsável 343,1,,,,P,False,3,,,,False
355,Responsável 344,1,,,,P,False,0,,,,False
356,Responsável 345,1,,,,P,False,1,,,,False
357,Responsável 346,1,,,,P,False,1,,,,False
358,Responsável 347,1,,,,P,False,5,,,,False
359,Responsável 348,1,,,,P,False,6,,,,False
360,Responsável 349,1,,,,P,False,0,,,,False
361,Responsável 350,1,,,,P,False,6,,,,False
362,Responsável 351,1,,,,P,False,5,,,,False
363,Responsável 352,1,,,,P,False,4,,,,False
364,Responsável 353,1,,,,P,False,1,,,,False
365,Responsável 354,1,,,,P,False,4,,,,False
366,Responsável 355,1,,,,P,False,5,,,,False
367,Responsável 356,1,,,,P,False,5,,,,False
368,Responsável 357,1,,,,P,False,1,,,,False
369,Responsável 358,1,,,,P,False,1,,,,False
370,Responsável 359,1,,,,P,False,5,,,,False
371,Responsável 360,1,,,,P,False,1,,,,False
372,Responsável 361,1,,,,P,False,0,,,,False
373,Responsável 362,1,,,,P,False,0,,,,False
374,Responsável 363,1,,,,P,False,1,,,,False
375,Responsável 364,1,,,,P,False,0,,,,False
376,Responsável 365,1,,,,P,False,0,,,,False
377,Responsável 366,1,,,,P,False,1,,,,False
378,Responsável 367,1,,,,P,False,1,,,,False
379,Responsável 368,1,,,,P,False,5,,,,False
380,Responsável 369,1,,,,P,False,5,,,,False
381,Responsável 370,1,,,,P,False,1,,,,False
382,Responsável 371,1,,,,P,False,0,,,,False
383,Responsável 372,1,,,,P,False,0,,,,False
384,Responsável 373,1,,,,P,False,1,,,,False
385,Responsável 374,1,,,,P,False,1,,,,False
386,Responsável 375,1,,,,P,False,1,,,,False
387,Responsável 376,1,,,,P,False,1,,,,False
388,Responsável 377,1,,,,P,False,1,,,,False
389,Responsável 378,1,,,,P,False,1,,,,False
390,Responsável 379,1,,,,P,False,1,,,,False
391,Responsável 380,1,,,,P,False,5,,,,False
392,Responsável 381,1,,,,P,False,1,,,,False
393,Responsável 382,1,,,,P,False,6,,,,False
394,Responsável 383,1,,,,P,False,0,,,,False
395,Responsável 384,1,,,,P,False,5,,,,False
396,Responsável 385,1,,,,P,False,6,,,,False
397,Responsável 386,1,,,,P,False,1,,,,False
398,Responsável 387,1,,,,P,False,5,,,,False
399,Responsável 388,1,,,,P,False,1,,,,False
400,Responsável 389,1,,,,P,False,5,,,,False
401,Responsável 390,1,,,,P,False,1,,,,False
402,Responsável 391,1,,,,P,False,1,,,,False
403,Responsável 392,1,,,,P,False,1,,,,False
404,Responsável 393,1,,,,P,False,5,,,,False
405,Responsável 394,1,,,,P,False,6,,,,False
406,Responsável 395,1,,,,P,False,1,,,,False
407,Responsável 396,1,,,,P,False,5,,,,False
408,Responsável 397,1,,,,P,False,6,,,,False
409,Responsável 398,1,,,,P,False,1,,,,False
410,Responsável 399,1,,,,P,False,1,,,,False
411,Responsável 400,1,,,,P,False,1,,,,False
412,Responsável 401,1,,,,P,False,4,,,,False
413,Responsável 402,1,,,,P,False,4,,,,False
414,Responsável 403,1,,,,P,False,0,,,,False
415,Responsável 404,1,,,,P,False,1,,,,False
416,Responsável 405,1,,,,P,False,1,,,,False
417,Responsável 406,1,,,,P,False,6,,,,False
418,Responsável 407,1,,,,P,False,0,,,,False
419,Responsável 408,1,,,,P,False,4,,,,False
420,Responsável 409,1,,,,P,False,6,,,,False
421,Responsável 410,1,,,,P,False,1,,,,False
422,Responsável 411,1,,,,P,False,5,,,,False
423,Responsável 412,1,,,,P,False,1,,,,False
424,Responsável 413,1,,,,P,False,0,,,,False
425,Responsável 414,1,,,,P,False,0,,,,False
426,Responsável 415,1,,,,P,False,1,,,,False
427,Responsável 416,1,,,,P,False,1,,,,False
428,Responsável 417,1,,,,P,False,5,,,,False
429,Responsável 418,1,,,,P,False,1,,,,False
430,Responsável 419,1,,,,P,False,5,,,,False
431,Responsável 420,1,,,,P,False,0,,,,False
432,Responsável 421,1,,,,P,False,1,,,,False
433,Responsável 422,1,,,,P,False,5,,,,False
434,Responsável 423,1,,,,P,False,6,,,,False
435,Responsável 424,1,,,,P,False,6,,,,False
436,Responsável 425,1,,,,P,False,4,,,,False
437,Responsável 426,1,,,,P,False,0,,,,False
438,Responsável 427,1,,,,P,False,1,,,,False
439,Responsável 428,1,,,,P,False,4,,,,False
440,Responsável 429,1,,,,P,False,0,,,,False
441,Responsável 430,1,,,,P,False,0,,,,False
442,Responsável 431,1,,,,P,False,4,,,,False
443,Responsável 432,1,,,,P,False,1,,,,False
444,Responsável 433,1,,,,P,False,6,,,,False
445,Responsável 434,1,,,,P,False,4,,,,False
446,Responsável 435,1,,,,P,False,0,,,,False
447,Responsável 436,1,,,,P,False,1,,,,False
448,Responsável 437,1,,,,P,False,1,,,,False
449,Responsável 438,1,,,,P,False,6,,,,False
450,Responsável 439,1,,,,P,False,1,,,,False
451,Responsável 440,1,,,,P,False,0,,,,False
452,Responsável 441,1,,,,P,False,1,,,,False
453,Responsável 442,1,,,,P,False,0,,,,False
454,Responsável 443,1,,,,P,False,6,,,,False
455,Responsável 444,1,,,,P,False,1,,,,False
456,Responsável 445,1,,,,P,False,1,,,,False
457,Responsável 446,1,,,,P,False,0,,,,False
458,Responsável 447,1,,,,P,False,1,,,,False
459,Responsável 448,1,,,,P,False,1,,,,False
460,Responsável 449,1,,,,P,False,1,,,,False
461,Responsável 450,1,,,,P,False,6,,,,False
462,Responsável 451,1,,,,P,False,0,,,,False
463,Responsável 452,1,,,,P,False,0,,,,False
464,Responsável 453,1,,,,P,False,4,,,,False
465,Responsável 454,1,,,,P,False,1,,,,False
466,Responsável 455,1,,,,P,False,1,,,,False
467,Responsável 456,1,,,,P,False,1,,,,False
468,Responsável 457,1,,,,P,False,3,,,,False
469,Responsável 458,1,,,,P,False,0,,,,False
470,Responsável 459,1,,,,P,False,0,,,,False
471,Responsável 460,1,,,,P,False,6,,,,False
472,Responsável 461,1,,,,P,False,3,,,,False
473,Responsável 462,1,,,,P,False,1,,,,False
474,Responsável 463,1,,,,P,False,5,,,,False
475,Responsável 464,1,,,,P,False,6,,,,False
476,Responsável 465,1,,,,P,False,0,,,,False
477,Responsável 466,1,,,,P,False,0,,,,False
478,Responsável 467,1,,,,P,False,6,,,,False
479,Responsável 468,1,,,,P,False,6,,,,False
480,Responsável 469,1,,,,P,False,0,,,,False
481,Responsável 470,1,,,,P,False,3,,,,False
482,Responsável 471,1,,,,P,False,1,,,,False
483,Responsável 472,1,,,,P,False,5,,,,False
484,Responsável 473,1,,,,P,False,1,,,,False
485,Responsável 474,1,,,,P,False,0,,,,False
486,Responsável 475,1,,,,P,False,0,,,,False
487,Responsável 476,1,,,,P,False,1,,,,False
488,Responsável 477,1,,,,P,False,1,,,,False
489,Responsável 478,1,,,,P,False,1,,,,False
490,Responsável 479,1,,,,P,False,0,,,,False
491,Responsável 480,1,,,,P,False,1,,,,False
492,Responsável 481,1,,,,P,False,1,,,,False
493,Responsável 482,1,,,,P,False,0,,,,False
494,Responsável 483,1,,,,P,False,0,,,,False
495,Responsável 484,1,,,,P,False,6,,,,False
496,Responsável 485,1,,,,P,False,1,,,,False
497,Responsável 486,1,,,,P,False,1,,,,False
498,Responsável 487,1,,,,P,False,1,,,,False
499,Responsável 488,1,,,,P,False,1,,,,False
500,Responsável 489,1,,,,P,False,1,,,,False
501,Responsável 490,1,,,,P,False,1,,,,False
502,Responsável 491,1,,,,P,False,0,,,,False
503,Responsável 492,1,,,,P,False,0,,,,False
504,Responsável 493,1,,,,P,False,1,,,,False
505,Responsável 494,1,,,,P,False,0,,,,False
506,Responsável 495,1,,,,P,False,5,,,,False
507,Responsável 496,1,,,,P,False,0,,,,False
508,Responsável 497,1,,,,P,False,1,,,,False
509,Responsável 498,1,,,,P,False,0,,,,False
510,Responsável 499,1,,,,P,False,6,,,,False
511,Responsável 500,1,,,,P,False,1,,,,False
512,Responsável 501,1,,,,P,False,0,,,,False
513,Responsável 502,1,,,,P,False,1,,,,False
514,Responsável 503,1,,,,P,False,1,,,,False
515,Responsável 504,1,,,,P,False,1,,,,False
516,Responsável 505,1,,,,P,False,1,,,,False
517,Responsável 506,1,,,,P,False,1,,,,False
518,Responsável 507,1,,,,P,False,1,,,,False
519,Responsável 508,1,,,,P,False,0,,,,False
520,Responsável 509,1,,,,P,False,0,,,,False
521,Responsável 510,1,,,,P,False,1,,,,False
522,Responsável 511,1,,,,P,False,5,,,,False
523,Responsável 512,1,,,,P,False,1,,,,False
524,Responsável 513,1,,,,P,False,0,,,,False
525,Responsável 514,1,,,,P,False,0,,,,False
526,Responsável 515,1,,,,P,False,5,,,,False
527,Responsável 516,1,,,,P,False,6,,,,False
528,Responsável 517,1,,,,P,False,6,,,,False
529,Responsável 518,1,,,,P,False,1,,,,False
530,Responsável 519,1,,,,P,False,0,,,,False
531,Responsável 520,1,,,,P,False,5,,,,False
532,Responsável 521,1,,,,P,False,0,,,,False
533,Responsável 522,1,,,,P,False,6,,,,False
534,Responsável 523,1,,,,P,False,1,,,,False
535,Responsável 524,1,,,,P,False,4,,,,False
536,Responsável 525,1,,,,P,False,4,,,,False
537,Responsável 526,1,,,,P,False,1,,,,False
538,Responsável 527,1,,,,P,False,1,,,,False
539,Responsável 528,1,,,,P,False,5,,,,False
540,Responsável 529,1,,,,P,False,6,,,,False
541,Responsável 530,1,,,,P,False,1,,,,False
542,Responsável 531,1,,,,P,False,1,,,,False
543,Responsável 532,1,,,,P,False,4,,,,False
544,Responsável 533,1,,,,P,False,0,,,,False
545,Responsável 534,1,,,,P,False,1,,,,False
546,Responsável 535,1,,,,P,False,1,,,,False
547,Responsável 536,1,,,,P,False,1,,,,False
548,Responsável 537,1,,,,P,False,0,,,,False
549,Responsável 538,1,,,,P,False,1,,,,False
550,Responsável 539,1,,,,P,False,4,,,,False
551,Responsável 540,1,,,,P,False,6,,,,False
552,Responsável 541,1,,,,P,False,1,,,,False
553,Responsável 542,1,,,,P,False,1,,,,False
554,Responsável 543,1,,,,P,False,6,,,,False
555,Responsável 544,1,,,,P,False,1,,,,False
556,Responsável 545,1,,,,P,False,4,,,,False
557,Responsável 546,1,,,,P,False,6,,,,False
558,Responsável 547,1,,,,P,False,0,,,,False
559,Responsável 548,1,,,,P,False,4,,,,False
